store_id,day,open_time_hours,previous_sales,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,sales_today
2,Wednesday,8.5,29.0,0,0,0,0,0,1,34
7,Wednesday,9.8,27.8,0,0,0,0,0,1,29
4,Thursday,10.9,13.5,0,0,0,1,0,0,27
5,Sunday,5.4,18.2,0,0,1,0,0,0,29
4,Wednesday,4.3,27.9,0,0,0,0,0,1,30
1,Monday,10.8,10.2,1,0,0,0,0,0,29
4,Thursday,9.6,20.2,0,0,0,1,0,0,31
4,Tuesday,4.4,19.5,0,0,0,0,1,0,20
10,Wednesday,4.2,18.4,0,0,0,0,0,1,26
10,Friday,12.4,11.6,0,0,0,0,0,0,27
3,Sunday,8.4,20.1,0,0,1,0,0,0,32
4,Monday,7.9,23.2,1,0,0,0,0,0,22
5,Monday,9.5,29.4,1,0,0,0,0,0,34
7,Wednesday,7.6,23.3,0,0,0,0,0,1,31
10,Monday,9.1,13.3,1,0,0,0,0,0,27
7,Thursday,7.5,13.6,0,0,0,1,0,0,24
3,Friday,10.3,4.8,0,0,0,0,0,0,24
1,Wednesday,12.8,26.6,0,0,0,0,0,1,43
10,Wednesday,6.0,17.2,0,0,0,0,0,1,23
1,Friday,9.4,21.5,0,0,0,0,0,0,33
6,Friday,11.5,15.9,0,0,0,0,0,0,32
8,Thursday,8.7,20.1,0,0,0,1,0,0,30
